Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,8,North Country,29-1218,Obstetricians and Gynecologists,20,340762,,222228,
10,8,North Country,29-1221,"Pediatricians, General",30,229974,215331,154795,267563
10,8,North Country,29-1223,Psychiatrists,50,270397,,156714,
10,8,North Country,29-1224,Radiologists,20,293233,,192814,
10,8,North Country,29-1229,"Physicians, All Other",90,303122,,114216,397575
10,8,North Country,29-1242,"Orthopedic Surgeons, Except Pediatric",40,423603,,246789,
10,8,North Country,29-1292,Dental Hygienists,180,84502,84984,71423,91041
10,8,North Country,29-2010,Clinical Laboratory Technologists and Technicians,330,76291,79952,48875,89998
10,8,North Country,29-2031,Cardiovascular Technologists and Technicians,50,59009,53306,40842,68093
10,8,North Country,29-2032,Diagnostic Medical Sonographers,90,92948,89114,77056,100894
10,8,North Country,29-2033,Nuclear Medicine Technologists,20,103461,106567,85683,112352
10,8,North Country,29-2034,Radiologic Technologists,310,75703,74877,57553,84778
10,8,North Country,29-2035,Magnetic Resonance Imaging Technologists,40,88825,89734,73151,96663
10,8,North Country,29-2042,Emergency Medical Technicians,370,43319,43570,37525,46217
10,8,North Country,29-2043,Paramedics,200,56395,58080,48243,60471
10,8,North Country,29-2051,Dietetic Technicians,30,55333,55703,42060,61970
10,8,North Country,29-2052,Pharmacy Technicians,580,40497,37671,34064,43715
10,8,North Country,29-2055,Surgical Technologists,80,60930,64451,45984,68403
10,8,North Country,29-2056,Veterinary Technologists and Technicians,220,59013,61230,46855,65093
10,8,North Country,29-2057,Ophthalmic Medical Technicians,50,43840,42933,35643,47939
10,8,North Country,29-2061,Licensed Practical and Licensed Vocational Nurses,1110,58563,58788,49240,63225
10,8,North Country,29-2072,Medical Records Specialists,220,56144,53875,44162,62135
10,8,North Country,29-2081,"Opticians, Dispensing",60,60639,62777,49505,66207
10,8,North Country,29-2099,"Health Technologists and Technicians, All Other",240,47696,41997,37687,52700
10,8,North Country,29-9091,Athletic Trainers,30,59815,54786,45684,66881
10,8,North Country,29-9099,"Healthcare Practitioners and Technical Workers, All Other",20,101848,113129,72647,116447
10,8,North Country,31-0000,Healthcare Support Occupations,7970,43126,39022,34731,47324
10,8,North Country,31-1120,Home Health & Personal Care Aides,4550,40303,37757,33706,43602
10,8,North Country,31-1131,Nursing Assistants,1260,44290,40407,36317,48277
10,8,North Country,31-1132,Orderlies,130,39740,37172,34611,42303
10,8,North Country,31-1133,Psychiatric Aides,400,60409,63162,50715,65257
10,8,North Country,31-2011,Occupational Therapy Assistants,40,56893,60600,40431,65123
10,8,North Country,31-2021,Physical Therapist Assistants,100,62329,59478,48139,69424
10,8,North Country,31-2022,Physical Therapist Aides,30,38350,36834,32240,41482
10,8,North Country,31-9011,Massage Therapists,60,55796,45050,36142,65624
10,8,North Country,31-9091,Dental Assistants,290,45952,46528,38751,49553
10,8,North Country,31-9092,Medical Assistants,460,44215,42662,38052,47297
10,8,North Country,31-9093,Medical Equipment Preparers,90,46855,44155,38655,50957
10,8,North Country,31-9094,Medical Transcriptionists,20,46941,47880,38871,50976
10,8,North Country,31-9095,Pharmacy Aides,100,35212,33595,32287,36675
10,8,North Country,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,210,40763,38384,36875,42707
10,8,North Country,31-9097,Phlebotomists,140,43633,41790,37205,46847
10,8,North Country,31-9099,"Healthcare Support Workers, All Other",110,55167,55447,43578,60962
10,8,North Country,33-0000,Protective Service Occupations,6420,72097,70657,49140,83575
10,8,North Country,33-1011,First-Line Supervisors of Correctional Officers,320,93912,92524,79053,101341
10,8,North Country,33-1012,First-Line Supervisors of Police and Detectives,230,105816,99793,74367,121542
10,8,North Country,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,60,90615,88844,76048,97898
10,8,North Country,33-1091,First-Line Supervisors of Security Workers,30,67766,69590,53348,74975
10,8,North Country,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",30,81998,85661,58307,93843
10,8,North Country,33-2011,Firefighters,190,63506,63933,48678,70919
10,8,North Country,33-2021,Fire Inspectors and Investigators,,84932,82519,65976,94411
10,8,North Country,33-3011,Bailiffs,50,76974,80107,53441,88740
10,8,North Country,33-3012,Correctional Officers and Jailers,2910,72146,70657,62589,76925
10,8,North Country,33-3021,Detectives and Criminal Investigators,370,105322,110294,81364,117300
10,8,North Country,33-3031,Fish and Game Wardens,80,79836,80333,67161,86173
10,8,North Country,33-3051,Police and Sheriff's Patrol Officers,940,77243,72299,56875,87428
10,8,North Country,33-9011,Animal Control Workers,70,56285,44635,34878,66989
10,8,North Country,33-9021,Private Detectives and Investigators,20,55704,45775,42304,62404
10,8,North Country,33-9032,Security Guards,520,47580,43461,35933,53403
10,8,North Country,33-9091,Crossing Guards,110,44379,35457,32695,50221
10,8,North Country,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",110,37425,37584,32240,40093
10,8,North Country,33-9093,Transportation Security Screeners,70,56962,61650,42552,64167
10,8,North Country,33-9094,School Bus Monitors,290,37174,35063,32431,39545
10,8,North Country,35-0000,Food Preparation and Serving Related Occupations,13060,41559,36110,32326,46177
10,8,North Country,35-1011,Chefs and Head Cooks,190,69570,63593,49619,79546
10,8,North Country,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1120,47158,43420,36438,52518
10,8,North Country,35-2011,"Cooks, Fast Food",460,34558,32985,32240,35795
10,8,North Country,35-2012,"Cooks, Institution and Cafeteria",480,42891,41034,35491,46590
10,8,North Country,35-2014,"Cooks, Restaurant",970,40688,38345,33635,44214
10,8,North Country,35-2015,"Cooks, Short Order",380,37283,35883,32359,39744
10,8,North Country,35-2021,Food Preparation Workers,810,36912,35818,32240,39306
10,8,North Country,35-3011,Bartenders,940,50727,39147,32240,60014
10,8,North Country,35-3023,Fast Food and Counter Workers,3270,35071,34462,32240,36550
10,8,North Country,35-3031,Waiters and Waitresses,2350,49578,41883,32716,58009
10,8,North Country,35-3041,"Food Servers, Nonrestaurant",250,36546,36169,32240,38750
10,8,North Country,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,980,37984,35396,32240,40864
10,8,North Country,35-9021,Dishwashers,510,34362,32530,32240,35500
10,8,North Country,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",340,39472,37170,32240,43127
10,8,North Country,37-0000,Building and Grounds Cleaning and Maintenance Occupations,4920,41570,38235,33402,45654
10,8,North Country,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,190,57699,56368,42400,65349
10,8,North Country,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",90,61427,61829,41299,71491
10,8,North Country,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2580,39900,38113,33319,43190
10,8,North Country,37-2012,Maids and Housekeeping Cleaners,900,38605,35386,32557,41629
10,8,North Country,37-2021,Pest Control Workers,50,51762,49480,40607,57339
10,8,North Country,37-3011,Landscaping and Groundskeeping Workers,1000,41113,38538,34137,44600
10,8,North Country,37-3013,Tree Trimmers and Pruners,100,60922,58431,48506,67131
10,8,North Country,39-0000,Personal Care and Service Occupations,2250,41041,35763,32240,45462
10,8,North Country,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",30,50530,48283,40687,55452
10,8,North Country,39-1022,First-Line Supervisors of Personal Service Workers,110,56462,52302,41185,64101
10,8,North Country,39-2021,Nonfarm Animal Caretakers,210,36973,34216,32255,39332
10,8,North Country,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",70,32894,32252,32240,33299
10,8,North Country,39-3091,Amusement and Recreation Attendants,150,37320,33883,32240,39935
10,8,North Country,39-4011,Embalmers,,74973,75603,54874,85022
10,8,North Country,39-4021,Funeral Attendants,40,37368,36256,33365,39370
10,8,North Country,39-4031,"Morticians, Undertakers, and Funeral Directors",40,61205,60387,38703,72456
10,8,North Country,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",120,39887,32366,32240,43786
10,8,North Country,39-5094,Skincare Specialists,40,50031,53478,37700,56197
10,8,North Country,39-6012,Concierges,20,40040,36063,34776,42672
10,8,North Country,39-7010,Tour and Travel Guides,30,38727,33757,32729,41726
10,8,North Country,39-9011,Childcare Workers,590,35654,33730,32240,37427
10,8,North Country,39-9031,Fitness Trainers and Aerobics Instructors,160,52918,38744,32472,63141
10,8,North Country,39-9032,Recreation Workers,340,42381,38201,32858,47141
10,8,North Country,39-9041,Residential Advisors,150,41157,40173,34825,44323
10,8,North Country,41-0000,Sales and Related Occupations,12390,45738,35650,32240,52527
10,8,North Country,41-1011,First-Line Supervisors of Retail Sales Workers,1310,55340,49100,37838,64091
10,8,North Country,41-1012,First-Line Supervisors of Non-Retail Sales Workers,110,91041,83991,62729,105198
10,8,North Country,41-2011,Cashiers,4010,34071,33163,32240,35155
10,8,North Country,41-2021,Counter and Rental Clerks,420,45814,39370,32851,52295
10,8,North Country,41-2022,Parts Salespersons,220,45869,42668,35265,51171
10,8,North Country,41-2031,Retail Salespersons,4640,39569,35431,32240,43324
10,8,North Country,41-3011,Advertising Sales Agents,70,61186,50435,34226,74666
10,8,North Country,41-3021,Insurance Sales Agents,160,87465,58642,41975,110209
10,8,North Country,41-3031,"Securities, Commodities, and Financial Services Sales Agents",160,113585,95073,53923,143415
10,8,North Country,41-3041,Travel Agents,30,42992,39626,32240,48536
10,8,North Country,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",430,79713,65392,41299,98920
10,8,North Country,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",30,102187,108805,61183,122688
10,8,North Country,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",690,75737,64317,43390,91912
10,8,North Country,41-9011,Demonstrators and Product Promoters,20,39173,38104,34744,41387
10,8,North Country,41-9022,Real Estate Sales Agents,50,85056,79641,47303,103932
10,8,North Country,41-9099,"Sales and Related Workers, All Other",20,46023,34800,32497,52786
10,8,North Country,43-0000,Office and Administrative Support Occupations,17690,49162,45673,36249,55619
10,8,North Country,43-1011,First-Line Supervisors of Office and Administrative Support Workers,1020,68653,64416,48628,78666
10,8,North Country,43-2011,"Switchboard Operators, Including Answering Service",30,42324,39948,34032,46471
10,8,North Country,43-3011,Bill and Account Collectors,90,52306,46852,37607,59655
10,8,North Country,43-3021,Billing and Posting Clerks,410,47531,45649,39060,51767
10,8,North Country,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1810,49963,48104,37389,56250
10,8,North Country,43-3051,Payroll and Timekeeping Clerks,180,55251,55408,42691,61530
10,8,North Country,43-3061,Procurement Clerks,80,51607,51739,42528,56148
10,8,North Country,43-3071,Tellers,450,40037,38925,36676,41718
10,8,North Country,43-3099,"Financial Clerks, All Other",20,47602,48749,41203,50801
10,8,North Country,43-4011,Brokerage Clerks,,62690,60742,51188,68440
10,8,North Country,43-4031,"Court, Municipal, and License Clerks",470,50518,47578,36791,57381
10,8,North Country,43-4051,Customer Service Representatives,1790,44892,41210,35628,49525
10,8,North Country,43-4061,"Eligibility Interviewers, Government Programs",190,54296,55035,45023,58931
10,8,North Country,43-4071,File Clerks,50,40910,39402,33302,44715
10,8,North Country,43-4081,"Hotel, Motel, and Resort Desk Clerks",360,38605,35731,33102,41356
10,8,North Country,43-4111,"Interviewers, Except Eligibility and Loan",130,43260,40117,36597,46592
10,8,North Country,43-4121,"Library Assistants, Clerical",190,38044,34666,32240,41130
10,8,North Country,43-4131,Loan Interviewers and Clerks,70,51030,49081,40676,56207
10,8,North Country,43-4141,New Accounts Clerks,110,47846,47375,41253,51141
10,8,North Country,43-4151,Order Clerks,40,43660,41820,34830,48077
10,8,North Country,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",140,52261,50918,41050,57866
10,8,North Country,43-4171,Receptionists and Information Clerks,920,41001,39534,35027,43988
10,8,North Country,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,20,36912,34215,33998,38370
10,8,North Country,43-4199,"Information and Record Clerks, All Other",240,41421,32533,32240,46041
10,8,North Country,43-5011,Cargo and Freight Agents,170,48281,45514,39733,52556
10,8,North Country,43-5021,Couriers and Messengers,100,38726,37007,32791,41695
10,8,North Country,43-5031,"Police, Fire, and Ambulance Dispatchers",170,56150,50657,44101,62174
10,8,North Country,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",140,49089,46840,35950,55658
10,8,North Country,43-5041,"Meter Readers, Utilities",,63125,57213,48593,70390
10,8,North Country,43-5051,Postal Service Clerks,230,59670,60217,45768,66621
10,8,North Country,43-5052,Postal Service Mail Carriers,430,60054,56201,43225,68467
10,8,North Country,43-5061,"Production, Planning, and Expediting Clerks",560,57238,50365,41315,65199
10,8,North Country,43-5071,"Shipping, Receiving, and Traffic Clerks",610,45478,42847,35897,50268
10,8,North Country,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30,45102,46746,35356,49974
10,8,North Country,43-6011,Executive Secretaries and Executive Administrative Assistants,600,73946,70515,55743,83047
10,8,North Country,43-6012,Legal Secretaries,160,53429,48498,42672,58809
10,8,North Country,43-6013,Medical Secretaries,610,43251,41512,36318,46717
10,8,North Country,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2090,47830,47327,37472,53010
10,8,North Country,43-9021,Data Entry Keyers,120,41785,41044,34592,45382
10,8,North Country,43-9022,Word Processors and Typists,450,43721,41982,35126,48018
10,8,North Country,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",120,40727,40433,32997,44592
10,8,North Country,43-9061,"Office Clerks, General",2120,44455,42243,34301,49532
10,8,North Country,43-9071,"Office Machine Operators, Except Computer",40,38721,35621,32240,42146
10,8,North Country,43-9199,"Office and Administrative Support Workers, All Other",50,55885,52720,40109,63774
10,8,North Country,45-0000,"Farming, Fishing, and Forestry Occupations",310,48155,43096,36375,54045
10,8,North Country,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80,38700,37285,33166,41467
10,8,North Country,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",20,42888,38039,35127,46768
10,8,North Country,45-4022,Logging Equipment Operators,140,47683,43149,39707,51670
10,8,North Country,47-0000,Construction and Extraction Occupations,6800,62999,57811,43548,72724
10,8,North Country,47-1011,Supervisors of Construction and Extraction Workers,760,77664,70881,53609,89691
10,8,North Country,47-2021,Brickmasons and Blockmasons,40,78896,90125,56102,90292
10,8,North Country,47-2031,Carpenters,1060,60676,60705,44926,68551
10,8,North Country,47-2041,Carpet Installers,20,56833,46948,37574,66462
10,8,North Country,47-2051,Cement Masons and Concrete Finishers,140,63293,60644,45366,72256
10,8,North Country,47-2061,Construction Laborers,1100,55376,48866,38503,63812
10,8,North Country,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",100,72865,63631,47518,85537
10,8,North Country,47-2073,Operating Engineers and Other Construction Equipment Operators,560,69913,60786,48166,80787
10,8,North Country,47-2111,Electricians,490,75719,75889,51752,87702
10,8,North Country,47-2121,Glaziers,30,55065,50208,46236,59480
10,8,North Country,47-2141,"Painters, Construction and Maintenance",180,56263,49443,41772,63508
10,8,North Country,47-2152,"Plumbers, Pipefitters, and Steamfitters",240,75194,64811,46265,89658
10,8,North Country,47-2181,Roofers,100,71485,75131,43411,85522
10,8,North Country,47-2211,Sheet Metal Workers,90,79855,78756,53360,93104
10,8,North Country,47-3012,Helpers--Carpenters,30,41324,41798,37335,43318
10,8,North Country,47-4011,Construction and Building Inspectors,200,72492,65810,49125,84176
10,8,North Country,47-4041,Hazardous Materials Removal Workers,30,55510,55910,41145,62692
10,8,North Country,47-4051,Highway Maintenance Workers,1230,50932,50584,42858,54971
10,8,North Country,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,40,54546,58079,39431,62103
10,8,North Country,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",50,54143,50821,44519,58954
10,8,North Country,47-5023,"Earth Drillers, Except Oil and Gas",20,60025,52181,41710,69184
10,8,North Country,47-5041,Continuous Mining Machine Operators,20,69712,71004,49554,79790
10,8,North Country,49-0000,"Installation, Maintenance, and Repair Occupations",7380,62126,55475,40410,72984
10,8,North Country,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",680,84347,76488,54008,99518
10,8,North Country,49-2011,"Computer, Automated Teller, and Office Machine Repairers",60,49927,45257,38252,55764
10,8,North Country,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",140,68077,64884,47234,78500
10,8,North Country,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",100,69474,66689,59619,74402
10,8,North Country,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",30,104356,103426,88047,112511
10,8,North Country,49-2098,Security and Fire Alarm Systems Installers,60,55497,53568,44099,61197
10,8,North Country,49-3021,Automotive Body and Related Repairers,200,50393,50341,38107,56536
10,8,North Country,49-3023,Automotive Service Technicians and Mechanics,840,51659,48372,36957,59010
10,8,North Country,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,360,59613,59872,46222,66308
10,8,North Country,49-3041,Farm Equipment Mechanics and Service Technicians,30,52160,49831,44158,56161
10,8,North Country,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",120,61278,60804,45992,68920
10,8,North Country,49-3051,Motorboat Mechanics and Service Technicians,120,53135,50551,44348,57528
10,8,North Country,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,90,47705,45677,37254,52932
10,8,North Country,49-3092,Recreational Vehicle Service Technicians,30,51428,50839,42866,55709
10,8,North Country,49-3093,Tire Repairers and Changers,50,41224,41472,34513,44580
10,8,North Country,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",90,86694,97576,59783,100149
10,8,North Country,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",410,65992,62192,45292,76341
10,8,North Country,49-9031,Home Appliance Repairers,30,46464,48307,35451,51970
10,8,North Country,49-9041,Industrial Machinery Mechanics,410,67110,63840,49776,75776
10,8,North Country,49-9043,"Maintenance Workers, Machinery",90,65157,63705,55715,69878
10,8,North Country,49-9044,Millwrights,40,69555,69099,58547,75059
10,8,North Country,49-9051,Electrical Power-Line Installers and Repairers,390,114345,124832,88618,127210
10,8,North Country,49-9052,Telecommunications Line Installers and Repairers,200,81501,94697,45847,99328
10,8,North Country,49-9062,Medical Equipment Repairers,20,63750,67114,47120,72065
10,8,North Country,49-9071,"Maintenance and Repair Workers, General",2450,50426,48521,36940,57169
10,8,North Country,49-9094,Locksmiths and Safe Repairers,20,53902,48718,38244,61732
10,8,North Country,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",80,43218,40680,35322,47166
10,8,North Country,49-9099,"Installation, Maintenance, and Repair Workers, All Other",90,54714,56500,40874,61634
10,8,North Country,51-0000,Production Occupations,7020,52882,48972,37760,60443
10,8,North Country,51-1011,First-Line Supervisors of Production and Operating Workers,570,77140,79267,55684,87867
10,8,North Country,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",300,41027,37232,33802,44638
10,8,North Country,51-2090,Miscellaneous Assemblers and Fabricators,970,45619,46184,37294,49780
10,8,North Country,51-3011,Bakers,110,39514,37079,33372,42586
10,8,North Country,51-3021,Butchers and Meat Cutters,90,46208,46808,35298,51663
10,8,North Country,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",40,38901,39517,32721,41991
10,8,North Country,51-3023,Slaughterers and Meat Packers,,39895,37899,34301,42692
10,8,North Country,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20,38915,36564,33357,41694
10,8,North Country,51-3092,Food Batchmakers,170,41554,38641,35351,44656
10,8,North Country,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",140,44663,42432,40436,46777
10,8,North Country,51-4041,Machinists,80,59819,61017,48620,65419
10,8,North Country,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",180,45413,42228,40115,48062
10,8,North Country,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",150,55040,61001,42712,61204
10,8,North Country,51-4111,Tool and Die Makers,,70582,66274,56714,77516
10,8,North Country,51-4121,"Welders, Cutters, Solderers, and Brazers",160,55690,52880,46413,60328
10,8,North Country,51-5112,Printing Press Operators,70,45035,41886,34932,50086
10,8,North Country,51-6011,Laundry and Dry-Cleaning Workers,170,37617,35258,32502,40175
10,8,North Country,51-6031,Sewing Machine Operators,50,36134,33642,32240,38196
10,8,North Country,51-7011,Cabinetmakers and Bench Carpenters,30,53198,47762,40018,59788
10,8,North Country,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",40,44828,40618,35416,49533
10,8,North Country,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",40,40714,37438,36176,42982
10,8,North Country,51-8013,Power Plant Operators,150,91006,98726,53757,109630
10,8,North Country,51-8021,Stationary Engineers and Boiler Operators,110,62028,64687,45441,70321
10,8,North Country,51-8031,Water and Wastewater Treatment Plant and System Operators,260,58120,56439,44823,64770
10,8,North Country,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",200,52230,52786,47263,54715
10,8,North Country,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",150,55183,53805,47357,59097
10,8,North Country,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",50,50010,47106,41952,54039
10,8,North Country,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",450,52521,49651,40023,58769
10,8,North Country,51-9081,Dental Laboratory Technicians,20,57495,51846,41338,65573
10,8,North Country,51-9111,Packaging and Filling Machine Operators and Tenders,500,42427,40949,35355,45964
10,8,North Country,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",50,48657,46330,38556,53707
10,8,North Country,51-9161,Computer Numerically Controlled Tool Operators,180,54394,52343,46767,58208
10,8,North Country,51-9162,Computer Numerically Controlled Tool Programmers,20,62619,63980,46336,70760
10,8,North Country,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",40,46027,41833,38097,49992
10,8,North Country,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",380,57807,61477,48361,62530
10,8,North Country,51-9198,Helpers--Production Workers,90,40698,38993,33767,44164
10,8,North Country,51-9199,"Production Workers, All Other",110,44690,41040,35336,49367
10,8,North Country,53-0000,Transportation and Material Moving Occupations,10680,46986,41585,34964,52997
10,8,North Country,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",450,64018,61635,45384,73335
10,8,North Country,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",20,36829,35167,32433,39026
10,8,North Country,53-3031,Driver/Sales Workers,440,39530,38364,32240,43206
10,8,North Country,53-3032,Heavy and Tractor-Trailer Truck Drivers,1610,58516,55261,45290,65130
10,8,North Country,53-3033,Light Truck or Delivery Services Drivers,940,47314,43369,34600,53671
10,8,North Country,53-3051,"Bus Drivers, School",1020,52670,50620,43386,57312
10,8,North Country,53-3052,"Bus Drivers, Transit and Intercity",80,45111,38438,36142,49595
10,8,North Country,53-3053,Shuttle Drivers and Chauffeurs,310,38016,37397,32600,40724
10,8,North Country,53-3099,"Motor Vehicle Operators, All Other",110,48806,51751,36179,55120
10,8,North Country,53-5021,"Captains, Mates, and Pilots of Water Vessels",40,69551,64951,42359,83147
10,8,North Country,53-6021,Parking Lot Attendants,30,35114,35006,32240,36693
10,8,North Country,53-6031,Automotive and Watercraft Service Attendants,90,36402,36330,32240,38606
10,8,North Country,53-6041,Traffic Technicians,,74320,56509,52383,85288
10,8,North Country,53-7051,Industrial Truck and Tractor Operators,270,46176,46436,36652,50939
10,8,North Country,53-7061,Cleaners of Vehicles and Equipment,250,37549,36196,32711,39969
10,8,North Country,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1740,41611,39467,34679,45076
10,8,North Country,53-7064,"Packers and Packagers, Hand",160,37737,34556,32479,40365
10,8,North Country,53-7065,Stockers and Order Fillers,2800,39860,38912,34130,42725
10,8,North Country,53-7081,Refuse and Recyclable Material Collectors,60,48439,50867,37864,53726
10,9,Southern Tier,00-0000,"Total, All Occupations",249200,66002,50384,35337,81335
10,9,Southern Tier,11-0000,Management Occupations,13220,136252,112119,66082,171337
10,9,Southern Tier,11-1011,Chief Executives,220,208376,163165,99376,262876
10,9,Southern Tier,11-1021,General and Operations Managers,4750,127643,97191,56874,163027
10,9,Southern Tier,11-2021,Marketing Managers,360,163842,154168,87405,202059
10,9,Southern Tier,11-2022,Sales Managers,360,185583,167865,103673,226538
10,9,Southern Tier,11-2032,Public Relations Managers,60,160510,134219,102452,189539
10,9,Southern Tier,11-2033,Fundraising Managers,120,148719,140432,93451,176353
10,9,Southern Tier,11-3012,Administrative Services Managers,380,126410,112119,75521,151854
10,9,Southern Tier,11-3013,Facilities Managers,240,115194,107410,72420,136580
10,9,Southern Tier,11-3021,Computer and Information Systems Managers,690,179570,173967,114140,212285
10,9,Southern Tier,11-3031,Financial Managers,840,166296,141181,88068,205410
10,9,Southern Tier,11-3051,Industrial Production Managers,360,143057,130151,87691,170741
10,9,Southern Tier,11-3061,Purchasing Managers,100,161889,157643,99798,192934
10,9,Southern Tier,11-3071,"Transportation, Storage, and Distribution Managers",160,110561,102835,73526,129078
10,9,Southern Tier,11-3111,Compensation and Benefits Managers,,200436,195509,149477,225916
10,9,Southern Tier,11-3121,Human Resources Managers,240,173427,153324,105365,207458
10,9,Southern Tier,11-3131,Training and Development Managers,,151962,136794,97054,179416
10,9,Southern Tier,11-9021,Construction Managers,180,114362,110079,77181,132953
10,9,Southern Tier,11-9031,"Education Administrators, Preschool and Childcare Center/Program",90,76735,65674,54833,87685
10,9,Southern Tier,11-9032,"Education Administrators, Elementary and Secondary School",580,115154,108776,87188,129138
10,9,Southern Tier,11-9033,"Education Administrators, Postsecondary",380,154345,136735,94313,184361
10,9,Southern Tier,11-9039,"Education Administrators, All Other",,87032,79363,54193,103453
10,9,Southern Tier,11-9041,Architectural and Engineering Managers,360,180850,175733,126669,207940
10,9,Southern Tier,11-9051,Food Service Managers,280,70089,67148,47390,81440
10,9,Southern Tier,11-9072,"Entertainment and Recreation Managers, Except Gambling",,77377,67709,44165,93982
10,9,Southern Tier,11-9081,Lodging Managers,130,73117,63867,41509,88921
10,9,Southern Tier,11-9111,Medical and Health Services Managers,690,142739,117508,87412,170403
10,9,Southern Tier,11-9131,Postmasters and Mail Superintendents,60,95849,95145,86816,100365
10,9,Southern Tier,11-9141,"Property, Real Estate, and Community Association Managers",120,87213,61101,48548,106546
10,9,Southern Tier,11-9151,Social and Community Service Managers,560,84892,80007,57904,98387
10,9,Southern Tier,11-9161,Emergency Management Directors,,117058,85769,60493,145341
10,9,Southern Tier,11-9171,Funeral Home Managers,,77531,67392,53933,89330
10,9,Southern Tier,11-9199,"Managers, All Other",350,161621,161795,88252,198306
10,9,Southern Tier,13-0000,Business and Financial Operations Occupations,12190,88772,79299,52915,106701
10,9,Southern Tier,13-1020,Buyers and Purchasing Agents,790,77341,70376,50369,90826
10,9,Southern Tier,13-1031,"Claims Adjusters, Examiners, and Investigators",480,84816,83326,62087,96180
10,9,Southern Tier,13-1041,Compliance Officers,420,86624,75650,54324,102773
10,9,Southern Tier,13-1051,Cost Estimators,300,78361,74789,50515,92284
10,9,Southern Tier,13-1071,Human Resources Specialists,980,78735,72280,51708,92249
10,9,Southern Tier,13-1075,Labor Relations Specialists,150,102208,99012,65352,120635
10,9,Southern Tier,13-1081,Logisticians,220,86467,80041,60686,99357
10,9,Southern Tier,13-1082,Project Management Specialists,1490,111898,105426,70080,132808
