Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island,29-2036,Medical Dosimetrists,,176238,176144,148806,189954
10,5,Long Island,29-2042,Emergency Medical Technicians,1920,53378,47654,44005,58064
10,5,Long Island,29-2043,Paramedics,1060,80097,75102,63528,88382
10,5,Long Island,29-2051,Dietetic Technicians,330,56553,55476,45301,62180
10,5,Long Island,29-2052,Pharmacy Technicians,3810,48608,45626,37095,54364
10,5,Long Island,29-2055,Surgical Technologists,1020,83555,82671,63263,93701
10,5,Long Island,29-2056,Veterinary Technologists and Technicians,960,65275,63519,53945,70940
10,5,Long Island,29-2057,Ophthalmic Medical Technicians,1620,52641,51845,41561,58181
10,5,Long Island,29-2061,Licensed Practical and Licensed Vocational Nurses,5190,72782,73289,61230,78557
10,5,Long Island,29-2072,Medical Records Specialists,1680,80549,70911,50489,95579
10,5,Long Island,29-2081,"Opticians, Dispensing",990,66133,63735,54976,71712
10,5,Long Island,29-2091,Orthotists and Prosthetists,,104646,106473,71347,121295
10,5,Long Island,29-2092,Hearing Aid Specialists,,85245,89332,54725,100506
10,5,Long Island,29-2099,"Health Technologists and Technicians, All Other",1720,74912,62674,51933,86402
10,5,Long Island,29-9021,Health Information Technologists and Medical Registrars,250,105916,78196,65930,125909
10,5,Long Island,29-9091,Athletic Trainers,190,73919,72128,55925,82915
10,5,Long Island,29-9092,Genetic Counselors,,106352,102832,97375,110840
10,5,Long Island,29-9093,Surgical Assistants,,71589,64705,59879,77443
10,5,Long Island,29-9099,"Healthcare Practitioners and Technical Workers, All Other",160,106925,66722,59298,130738
10,5,Long Island,31-0000,Healthcare Support Occupations,79420,46395,43963,37649,50768
10,5,Long Island,31-1120,Home Health & Personal Care Aides,44770,41317,39183,37312,43320
10,5,Long Island,31-1131,Nursing Assistants,13210,52852,51010,44866,56844
10,5,Long Island,31-1132,Orderlies,690,51163,50845,44404,54543
10,5,Long Island,31-1133,Psychiatric Aides,590,51898,51986,46101,54796
10,5,Long Island,31-2011,Occupational Therapy Assistants,480,68070,68726,49869,77170
10,5,Long Island,31-2021,Physical Therapist Assistants,830,68403,72393,44001,80603
10,5,Long Island,31-2022,Physical Therapist Aides,1070,41767,36302,34230,45604
10,5,Long Island,31-9011,Massage Therapists,900,72373,62450,41713,87702
10,5,Long Island,31-9091,Dental Assistants,3620,52494,48593,41177,58153
10,5,Long Island,31-9092,Medical Assistants,8550,50701,48746,41685,55208
10,5,Long Island,31-9093,Medical Equipment Preparers,810,60280,60844,47742,66550
10,5,Long Island,31-9094,Medical Transcriptionists,830,47564,44606,42012,50340
10,5,Long Island,31-9095,Pharmacy Aides,360,41915,38248,36523,44611
10,5,Long Island,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,1040,46495,45946,40593,49447
10,5,Long Island,31-9097,Phlebotomists,1070,57520,58932,47166,62697
10,5,Long Island,31-9099,"Healthcare Support Workers, All Other",560,59025,61058,42471,67302
10,5,Long Island,33-0000,Protective Service Occupations,37340,67528,49876,38158,82213
10,5,Long Island,33-1012,First-Line Supervisors of Police and Detectives,880,186581,180825,146434,206655
10,5,Long Island,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,100,110941,128634,72343,130240
10,5,Long Island,33-1091,First-Line Supervisors of Security Workers,940,64360,58607,45267,73906
10,5,Long Island,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",200,89514,100118,58826,104858
10,5,Long Island,33-2011,Firefighters,130,83646,83197,63362,93790
10,5,Long Island,33-2021,Fire Inspectors and Investigators,160,81648,76672,59248,92849
10,5,Long Island,33-3011,Bailiffs,450,81846,89925,61209,92164
10,5,Long Island,33-3012,Correctional Officers and Jailers,1530,83926,85798,52192,99794
10,5,Long Island,33-3021,Detectives and Criminal Investigators,1410,145716,167057,95793,170678
10,5,Long Island,33-3041,Parking Enforcement Workers,180,49174,44538,37335,55094
10,5,Long Island,33-3051,Police and Sheriff's Patrol Officers,5750,109067,105076,62572,132315
10,5,Long Island,33-9011,Animal Control Workers,,81889,68739,47926,98870
10,5,Long Island,33-9021,Private Detectives and Investigators,270,87126,72686,49492,105942
10,5,Long Island,33-9032,Security Guards,19310,47050,44037,37324,51912
10,5,Long Island,33-9091,Crossing Guards,1300,58760,60665,46842,64720
10,5,Long Island,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",1310,40907,39605,35484,43618
10,5,Long Island,33-9094,School Bus Monitors,2830,42142,42404,37304,44561
10,5,Long Island,33-9099,"Protective Service Workers, All Other",110,59081,55620,44506,66369
10,5,Long Island,35-0000,Food Preparation and Serving Related Occupations,105760,46271,38634,34659,52078
10,5,Long Island,35-1011,Chefs and Head Cooks,2270,73083,68298,44590,87330
10,5,Long Island,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,8320,55186,48879,40572,62493
10,5,Long Island,35-2011,"Cooks, Fast Food",3070,36279,35152,34230,37834
10,5,Long Island,35-2012,"Cooks, Institution and Cafeteria",2310,50207,49053,40565,55028
10,5,Long Island,35-2014,"Cooks, Restaurant",8860,44405,43289,35522,48845
10,5,Long Island,35-2015,"Cooks, Short Order",3480,39479,39166,34230,42406
10,5,Long Island,35-2019,"Cooks, All Other",320,42673,42712,39630,44194
10,5,Long Island,35-2021,Food Preparation Workers,8040,40686,37543,34661,43698
10,5,Long Island,35-3011,Bartenders,4850,68008,65283,40036,81994
10,5,Long Island,35-3023,Fast Food and Counter Workers,28450,38224,36765,34747,39962
10,5,Long Island,35-3031,Waiters and Waitresses,20780,53688,45073,34230,63675
10,5,Long Island,35-3041,"Food Servers, Nonrestaurant",1800,44617,42496,37662,48095
10,5,Long Island,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,6440,45239,39437,34481,50617
10,5,Long Island,35-9021,Dishwashers,4480,37682,36966,34707,39169
10,5,Long Island,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2170,42573,37555,34425,46647
10,5,Long Island,37-0000,Building and Grounds Cleaning and Maintenance Occupations,48540,48868,46322,36346,55129
10,5,Long Island,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1540,62367,55433,46156,70472
10,5,Long Island,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1910,73901,73322,53264,84220
10,5,Long Island,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",24860,45601,41478,35807,50498
10,5,Long Island,37-2012,Maids and Housekeeping Cleaners,4460,49763,44717,36862,56213
10,5,Long Island,37-2021,Pest Control Workers,880,58019,51831,45830,64113
10,5,Long Island,37-3011,Landscaping and Groundskeeping Workers,14090,47707,47279,36518,53302
10,5,Long Island,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,64218,68571,47713,72470
10,5,Long Island,37-3013,Tree Trimmers and Pruners,690,69891,64395,50490,79592
10,5,Long Island,37-3019,"Grounds Maintenance Workers, All Other",,72108,64345,56109,80109
10,5,Long Island,39-0000,Personal Care and Service Occupations,34180,46642,38286,34230,52897
10,5,Long Island,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",500,57481,50541,37785,67329
10,5,Long Island,39-1022,First-Line Supervisors of Personal Service Workers,1310,64203,57923,46658,72975
10,5,Long Island,39-2011,Animal Trainers,350,53834,46760,39086,61209
10,5,Long Island,39-2021,Nonfarm Animal Caretakers,2640,41904,38447,34804,45455
10,5,Long Island,39-3012,Gaming and Sports Book Writers and Runners,,59257,60996,50338,63716
10,5,Long Island,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",550,38348,36724,35080,39983
10,5,Long Island,39-3091,Amusement and Recreation Attendants,2900,40316,37246,34230,43440
10,5,Long Island,39-3092,Costume Attendants,,68718,59896,42335,81908
10,5,Long Island,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",180,42687,38343,34230,47347
10,5,Long Island,39-4021,Funeral Attendants,320,44573,41426,37697,48011
10,5,Long Island,39-4031,"Morticians, Undertakers, and Funeral Directors",260,75983,76657,49547,89200
10,5,Long Island,39-5011,Barbers,290,47638,34230,34230,54977
10,5,Long Island,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",4190,47368,35230,34230,54300
10,5,Long Island,39-5092,Manicurists and Pedicurists,4650,35555,34359,34230,37028
10,5,Long Island,39-5093,Shampooers,150,34652,34472,34230,35586
10,5,Long Island,39-5094,Skincare Specialists,670,57887,47304,35223,69220
10,5,Long Island,39-6011,Baggage Porters and Bellhops,240,49584,49137,37870,55441
10,5,Long Island,39-6012,Concierges,290,50649,46762,37967,56989
10,5,Long Island,39-7010,Tour and Travel Guides,250,42178,39911,34230,46182
10,5,Long Island,39-9011,Childcare Workers,7440,40630,38844,35255,43318
10,5,Long Island,39-9031,Fitness Trainers and Aerobics Instructors,3450,71046,62810,36022,88558
10,5,Long Island,39-9032,Recreation Workers,2850,44842,39645,35242,49642
10,5,Long Island,39-9041,Residential Advisors,380,49317,48111,39068,54442
10,5,Long Island,39-9099,"Personal Care and Service Workers, All Other",110,49143,43947,35404,56012
10,5,Long Island,41-0000,Sales and Related Occupations,116770,65436,43941,35919,80194
10,5,Long Island,41-1011,First-Line Supervisors of Retail Sales Workers,8420,68328,60969,43768,80610
10,5,Long Island,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2120,132804,124227,78439,159986
10,5,Long Island,41-2011,Cashiers,27440,38429,36780,34230,40533
10,5,Long Island,41-2021,Counter and Rental Clerks,3100,56872,47836,38508,66054
10,5,Long Island,41-2022,Parts Salespersons,970,53489,48892,38093,61186
10,5,Long Island,41-2031,Retail Salespersons,39850,46000,38763,35842,51079
10,5,Long Island,41-3011,Advertising Sales Agents,900,119039,97986,48712,154202
10,5,Long Island,41-3021,Insurance Sales Agents,3510,109229,66824,42608,142539
10,5,Long Island,41-3031,"Securities, Commodities, and Financial Services Sales Agents",3580,159015,122377,64938,206054
10,5,Long Island,41-3041,Travel Agents,360,57961,56476,41542,66171
10,5,Long Island,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9310,97165,80323,46980,122257
10,5,Long Island,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1260,155303,141950,71418,197247
10,5,Long Island,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",12210,95512,80720,51753,117390
10,5,Long Island,41-9021,Real Estate Brokers,,113116,82720,67974,135687
10,5,Long Island,41-9022,Real Estate Sales Agents,1680,103945,94386,41697,135070
10,5,Long Island,41-9031,Sales Engineers,280,139079,123188,90471,163383
10,5,Long Island,41-9041,Telemarketers,230,42811,41209,35059,46686
10,5,Long Island,41-9099,"Sales and Related Workers, All Other",170,65336,50037,40284,77863
10,5,Long Island,43-0000,Office and Administrative Support Occupations,174720,59383,54797,40829,68660
10,5,Long Island,43-1011,First-Line Supervisors of Office and Administrative Support Workers,11700,83331,79244,58418,95787
10,5,Long Island,43-2011,"Switchboard Operators, Including Answering Service",340,48218,45733,39278,52688
10,5,Long Island,43-2021,Telephone Operators,,62311,54673,49070,68932
10,5,Long Island,43-3011,Bill and Account Collectors,1490,57714,53052,42609,65267
10,5,Long Island,43-3021,Billing and Posting Clerks,6090,59792,58310,45363,67006
10,5,Long Island,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",15550,61951,60373,43703,71074
10,5,Long Island,43-3051,Payroll and Timekeeping Clerks,1130,67838,65595,49227,77144
10,5,Long Island,43-3061,Procurement Clerks,370,55980,54692,43391,62274
10,5,Long Island,43-3071,Tellers,2610,47278,47385,40501,50667
10,5,Long Island,43-3099,"Financial Clerks, All Other",190,59563,57168,46593,66046
10,5,Long Island,43-4011,Brokerage Clerks,380,78078,71497,60425,86904
10,5,Long Island,43-4021,Correspondence Clerks,,50528,42496,38695,56446
10,5,Long Island,43-4031,"Court, Municipal, and License Clerks",2080,66995,61182,47658,76665
10,5,Long Island,43-4041,"Credit Authorizers, Checkers, and Clerks",,67500,65927,50833,75834
10,5,Long Island,43-4051,Customer Service Representatives,20550,55312,50522,39204,63367
10,5,Long Island,43-4061,"Eligibility Interviewers, Government Programs",2180,62581,61725,48222,69762
10,5,Long Island,43-4071,File Clerks,610,44836,43403,36161,49175
10,5,Long Island,43-4081,"Hotel, Motel, and Resort Desk Clerks",830,47682,42936,38124,52462
10,5,Long Island,43-4111,"Interviewers, Except Eligibility and Loan",1850,57641,58479,46996,62963
10,5,Long Island,43-4121,"Library Assistants, Clerical",1180,42732,38529,34707,46743
10,5,Long Island,43-4131,Loan Interviewers and Clerks,810,63543,61700,50501,70064
10,5,Long Island,43-4141,New Accounts Clerks,750,58001,57325,49246,62379
10,5,Long Island,43-4151,Order Clerks,600,51967,49993,40091,57905
10,5,Long Island,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",870,58991,57458,43197,66887
10,5,Long Island,43-4171,Receptionists and Information Clerks,14620,45522,45411,36975,49796
10,5,Long Island,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,260,46355,41585,38985,50041
10,5,Long Island,43-4199,"Information and Record Clerks, All Other",410,57160,56987,44484,63499
10,5,Long Island,43-5011,Cargo and Freight Agents,1160,69242,62609,47879,79922
10,5,Long Island,43-5021,Couriers and Messengers,1080,48686,45486,37845,54107
10,5,Long Island,43-5031,"Police, Fire, and Ambulance Dispatchers",840,71700,69239,47812,83643
10,5,Long Island,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1880,56951,50215,39702,65574
10,5,Long Island,43-5041,"Meter Readers, Utilities",120,72114,71309,50973,82685
10,5,Long Island,43-5051,Postal Service Clerks,830,65462,66124,53448,71470
10,5,Long Island,43-5052,Postal Service Mail Carriers,3630,61739,59643,45632,69791
10,5,Long Island,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1820,60974,58729,45481,68721
10,5,Long Island,43-5061,"Production, Planning, and Expediting Clerks",4780,66170,62662,47592,75458
10,5,Long Island,43-5071,"Shipping, Receiving, and Traffic Clerks",5110,50285,47017,38320,56267
10,5,Long Island,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",340,48107,44326,39427,52447
10,5,Long Island,43-6011,Executive Secretaries and Executive Administrative Assistants,11720,86765,81762,64151,98073
10,5,Long Island,43-6012,Legal Secretaries,2810,71949,76003,51500,82173
10,5,Long Island,43-6013,Medical Secretaries,4590,53007,50995,42910,58055
10,5,Long Island,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19650,53938,52291,41860,59977
10,5,Long Island,43-9021,Data Entry Keyers,1750,47660,45667,35853,53564
10,5,Long Island,43-9022,Word Processors and Typists,2250,55836,52281,42563,62473
10,5,Long Island,43-9031,Desktop Publishers,,73575,68013,52227,84250
10,5,Long Island,43-9041,Insurance Claims and Policy Processing Clerks,1280,63875,59327,51371,70127
10,5,Long Island,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1030,41598,37708,34230,45326
10,5,Long Island,43-9061,"Office Clerks, General",19770,50736,47135,35901,58154
10,5,Long Island,43-9071,"Office Machine Operators, Except Computer",350,47498,40289,36663,52916
10,5,Long Island,43-9081,Proofreaders and Copy Markers,130,56697,53380,43794,63149
10,5,Long Island,43-9111,Statistical Assistants,,59570,55690,46639,66035
10,5,Long Island,43-9199,"Office and Administrative Support Workers, All Other",120,69969,66390,48182,80863
10,5,Long Island,45-0000,"Farming, Fishing, and Forestry Occupations",630,50612,47221,38724,56556
10,5,Long Island,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,85174,78112,62825,96349
10,5,Long Island,45-2021,Animal Breeders,,54953,51198,48482,58189
10,5,Long Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",460,45371,43834,38153,48979
10,5,Long Island,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,60352,62928,43877,68590
10,5,Long Island,47-0000,Construction and Extraction Occupations,59540,81952,74284,48875,98490
10,5,Long Island,47-1011,Supervisors of Construction and Extraction Workers,6250,107609,103264,67417,127705
10,5,Long Island,47-2021,Brickmasons and Blockmasons,420,79549,77391,55964,91342
10,5,Long Island,47-2022,Stonemasons,250,64843,53518,51530,71500
10,5,Long Island,47-2031,Carpenters,8670,77570,67767,48711,92000
10,5,Long Island,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",180,82738,64234,57113,95550
10,5,Long Island,47-2044,Tile and Marble Setters,670,73788,61928,46171,87597
10,5,Long Island,47-2051,Cement Masons and Concrete Finishers,2200,73594,62693,50249,85268
10,5,Long Island,47-2061,Construction Laborers,9920,72852,62079,45045,86756
10,5,Long Island,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",620,76354,61178,53139,87962
10,5,Long Island,47-2073,Operating Engineers and Other Construction Equipment Operators,3210,109180,102621,65054,131244
10,5,Long Island,47-2081,Drywall and Ceiling Tile Installers,550,73392,67777,48375,85900
10,5,Long Island,47-2082,Tapers,230,85377,77855,65354,95389
10,5,Long Island,47-2111,Electricians,6840,84935,78057,52590,101108
10,5,Long Island,47-2121,Glaziers,520,74719,60896,45939,89109
10,5,Long Island,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",410,91557,79793,53337,110667
10,5,Long Island,47-2141,"Painters, Construction and Maintenance",3110,61609,58104,40379,72225
10,5,Long Island,47-2142,Paperhangers,,70200,65803,51081,79759
10,5,Long Island,47-2152,"Plumbers, Pipefitters, and Steamfitters",4270,93008,81759,57261,110880
10,5,Long Island,47-2161,Plasterers and Stucco Masons,180,83003,68527,54376,97317
10,5,Long Island,47-2171,Reinforcing Iron and Rebar Workers,240,87911,98043,67326,98204
10,5,Long Island,47-2181,Roofers,820,84688,77681,47494,103284
10,5,Long Island,47-2211,Sheet Metal Workers,1330,85149,78412,55037,100205
10,5,Long Island,47-2221,Structural Iron and Steel Workers,480,100339,101560,67777,116620
10,5,Long Island,47-2231,Solar Photovoltaic Installers,200,60925,59631,49238,66769
10,5,Long Island,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",240,62592,70334,45852,70961
10,5,Long Island,47-3012,Helpers--Carpenters,610,42063,41519,34230,46319
10,5,Long Island,47-3013,Helpers--Electricians,570,48883,47336,40570,53040
10,5,Long Island,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",780,49867,45920,37796,55901
10,5,Long Island,47-3019,"Helpers, Construction Trades, All Other",160,76172,57906,43772,92373
10,5,Long Island,47-4011,Construction and Building Inspectors,1540,94170,89101,62004,110252
10,5,Long Island,47-4021,Elevator Installers and Repairers,440,116230,128098,63618,142536
10,5,Long Island,47-4031,Fence Erectors,270,48505,48176,34797,55360
10,5,Long Island,47-4041,Hazardous Materials Removal Workers,550,75855,64215,50341,88612
10,5,Long Island,47-4051,Highway Maintenance Workers,1530,62769,61371,47142,70582
10,5,Long Island,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,330,59465,60545,42963,67716
10,5,Long Island,47-4090,Miscellaneous Construction and Related Workers,,76132,70256,50558,88919
10,5,Long Island,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",120,78933,61588,53147,91825
10,5,Long Island,47-5023,"Earth Drillers, Except Oil and Gas",100,85185,80340,64538,95509
10,5,Long Island,49-0000,"Installation, Maintenance, and Repair Occupations",50150,71797,65801,45237,85077
10,5,Long Island,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",4200,98762,93627,59880,118202
10,5,Long Island,49-2011,"Computer, Automated Teller, and Office Machine Repairers",1010,64640,65738,45988,73966
10,5,Long Island,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1750,69251,53608,47952,79901
10,5,Long Island,49-2091,Avionics Technicians,,87279,84558,68679,96580
10,5,Long Island,49-2092,"Electric Motor, Power Tool, and Related Repairers",130,73130,69998,60028,79682
10,5,Long Island,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",170,86995,85664,61839,99573
10,5,Long Island,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",200,124266,128722,106619,133089
10,5,Long Island,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,140,74883,74862,56430,84109
10,5,Long Island,49-2098,Security and Fire Alarm Systems Installers,910,74043,76407,54037,84046
10,5,Long Island,49-3011,Aircraft Mechanics and Service Technicians,260,94096,82898,57052,112620
10,5,Long Island,49-3021,Automotive Body and Related Repairers,2160,61542,58157,37805,73410
10,5,Long Island,49-3022,Automotive Glass Installers and Repairers,200,61552,59398,49167,67745
10,5,Long Island,49-3023,Automotive Service Technicians and Mechanics,6250,62336,58205,39779,73614
10,5,Long Island,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2040,73583,73483,54375,83186
10,5,Long Island,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",600,79299,76899,58724,89586
10,5,Long Island,49-3051,Motorboat Mechanics and Service Technicians,480,66086,61548,53168,72546
10,5,Long Island,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,260,58285,55512,44108,65373
10,5,Long Island,49-3093,Tire Repairers and Changers,250,47695,47269,39677,51704
10,5,Long Island,49-9011,Mechanical Door Repairers,430,62366,60071,55565,65767
10,5,Long Island,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",970,99663,108136,68618,115186
10,5,Long Island,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",4310,76321,75268,52307,88327
10,5,Long Island,49-9031,Home Appliance Repairers,400,66185,65242,44036,77259
10,5,Long Island,49-9041,Industrial Machinery Mechanics,2140,73267,70632,49290,85254
10,5,Long Island,49-9043,"Maintenance Workers, Machinery",280,69632,61976,49364,79766
10,5,Long Island,49-9051,Electrical Power-Line Installers and Repairers,730,122808,134736,89754,139335
10,5,Long Island,49-9052,Telecommunications Line Installers and Repairers,1440,89321,111332,46579,110692
10,5,Long Island,49-9061,Camera and Photographic Equipment Repairers,,54185,48384,48384,57086
10,5,Long Island,49-9062,Medical Equipment Repairers,370,71315,65720,47607,83171
10,5,Long Island,49-9064,Watch Repairers,,72387,65924,65923,75619
10,5,Long Island,49-9069,"Precision Instrument and Equipment Repairers, All Other",,71545,72076,56453,79092
10,5,Long Island,49-9071,"Maintenance and Repair Workers, General",15340,64546,62466,44188,74725
10,5,Long Island,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",190,59599,59203,45106,66845
10,5,Long Island,49-9094,Locksmiths and Safe Repairers,200,62584,61479,41026,73363
10,5,Long Island,49-9096,Riggers,100,106805,100039,75528,122444
10,5,Long Island,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1080,50517,49731,39501,56025
10,5,Long Island,49-9099,"Installation, Maintenance, and Repair Workers, All Other",600,62207,59577,45821,70400
10,5,Long Island,51-0000,Production Occupations,47770,53481,47172,36579,61931
10,5,Long Island,51-1011,First-Line Supervisors of Production and Operating Workers,3320,84904,79584,56032,99342
10,5,Long Island,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",140,52836,49262,43753,57377
10,5,Long Island,51-2021,"Coil Winders, Tapers, and Finishers",,50063,43543,39466,55363
10,5,Long Island,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",2510,52380,48261,38986,59077
10,5,Long Island,51-2031,Engine and Other Machine Assemblers,,58850,57624,42526,67013
10,5,Long Island,51-2041,Structural Metal Fabricators and Fitters,390,52593,48157,41280,58250
10,5,Long Island,51-2090,Miscellaneous Assemblers and Fabricators,5190,47015,44075,36195,52425
10,5,Long Island,51-3011,Bakers,2590,45705,43435,37679,49719
10,5,Long Island,51-3021,Butchers and Meat Cutters,830,51450,47212,37999,58176
10,5,Long Island,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",280,42666,37828,36421,45788
10,5,Long Island,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",180,40421,34456,34230,43664
10,5,Long Island,51-3092,Food Batchmakers,1740,40403,38087,34230,43596
10,5,Long Island,51-3093,Food Cooking Machine Operators and Tenders,200,39845,37151,34230,42978
10,5,Long Island,51-3099,"Food Processing Workers, All Other",,45625,46476,39446,48715
10,5,Long Island,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",140,58373,59616,50635,62242
10,5,Long Island,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",460,49541,47179,36863,55881
10,5,Long Island,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",300,52766,51649,41580,58359
10,5,Long Island,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",130,57322,50373,43441,64263
10,5,Long Island,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,55211,53662,45134,60248
10,5,Long Island,51-4041,Machinists,1110,66954,63936,49924,75469
10,5,Long Island,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",440,46796,46324,37297,51545
10,5,Long Island,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",240,47880,39338,35148,54247
10,5,Long Island,51-4111,Tool and Die Makers,150,77149,75024,56845,87300
10,5,Long Island,51-4121,"Welders, Cutters, Solderers, and Brazers",1270,64528,60585,45359,74111
10,5,Long Island,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,52966,55485,39099,59899
10,5,Long Island,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,57854,50314,44920,64320
10,5,Long Island,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",,49687,45760,40378,54342
10,5,Long Island,51-5111,Prepress Technician and Workers,210,54158,51180,39686,61395
10,5,Long Island,51-5112,Printing Press Operators,1200,53832,49483,39645,60924
10,5,Long Island,51-5113,Print Binding and Finishing Workers,370,47071,45808,34872,53170
10,5,Long Island,51-6011,Laundry and Dry-Cleaning Workers,2330,38279,35720,34230,40533
10,5,Long Island,51-6021,"Pressers, Textile, Garment, and Related Materials",570,37396,35596,34230,39067
10,5,Long Island,51-6031,Sewing Machine Operators,630,44084,40269,36392,47929
10,5,Long Island,51-6051,"Sewers, Hand",,38283,37207,34839,40006
10,5,Long Island,51-6052,"Tailors, Dressmakers, and Custom Sewers",160,57759,57977,42604,65336
10,5,Long Island,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",,48193,47151,37981,53299
10,5,Long Island,51-6093,Upholsterers,130,66560,51101,44783,77448
10,5,Long Island,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,65337,54522,40896,77559
10,5,Long Island,51-7011,Cabinetmakers and Bench Carpenters,710,62698,61164,47650,70222
10,5,Long Island,51-7021,Furniture Finishers,150,50596,49257,37728,57031
10,5,Long Island,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",140,53072,50253,40375,59420
10,5,Long Island,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",310,52393,45295,40463,58359
10,5,Long Island,51-8013,Power Plant Operators,410,124649,131669,93043,140451
10,5,Long Island,51-8021,Stationary Engineers and Boiler Operators,310,96019,87445,69423,109317
10,5,Long Island,51-8031,Water and Wastewater Treatment Plant and System Operators,510,73597,68681,53211,83790
10,5,Long Island,51-9011,Chemical Equipment Operators and Tenders,1320,48836,47048,38062,54224
10,5,Long Island,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",270,57885,55954,41525,66066
10,5,Long Island,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,57718,49462,43747,64703
10,5,Long Island,51-9022,"Grinding and Polishing Workers, Hand",,55151,48764,41964,61744
